CREATED_AT,LAT,LNG,TOTAL_VALUE,PAYMENT_METHOD,OS
2021-11-07 12:08:14.000 +0000,4.638302000000,-74.060041000000,87145,pse_avanza,IOS
2021-11-07 13:34:56.000 +0000,4.645280000000,-74.054259000000,64950,rappi_pay_gateway,IOS
2021-11-07 09:15:58.000 +0000,4.645403000000,-74.062494000000,35800,cc,IOS
2021-11-07 14:10:09.000 +0000,4.645110000000,-74.054501000000,17900,cc,IOS
2021-11-07 09:04:04.000 +0000,4.645110000000,-74.054501000000,58800,cc,IOS
2021-11-07 14:08:45.000 +0000,4.645110000000,-74.054501000000,26000,cc,IOS
2021-11-07 13:34:04.000 +0000,4.634533800000,-74.063851800000,29800,cc,IOS
2021-11-07 13:47:29.000 +0000,4.629119000000,-74.061914000000,77310,cc,IOS
2021-11-07 11:53:05.000 +0000,4.650291923200,-74.053431563079,30800,cc,IOS
2021-11-07 13:17:54.000 +0000,4.630974100000,-74.062043900000,35800,rappi_pay,ANDROID
2021-11-07 13:35:18.000 +0000,4.643308000000,-74.054158000000,19900,cc,IOS
2021-11-07 13:54:49.000 +0000,4.643308000000,-74.054158000000,70200,cc,IOS
2021-11-07 14:26:30.000 +0000,4.646411502245,-74.059355892241,16085,cc,IOS
2021-11-07 13:04:38.000 +0000,4.646411502245,-74.059355892241,23865,cc,IOS
2021-11-07 13:31:16.000 +0000,4.647522000000,-74.056389000000,39100,cc,IOS
2021-11-07 10:28:55.000 +0000,4.647522000000,-74.056389000000,17397.5,cc,IOS
2021-11-07 13:13:12.000 +0000,4.648212300000,-74.062859700000,31200,cc,ANDROID
2021-11-07 13:33:30.000 +0000,4.638840000000,-74.058001000000,49000,cc,IOS
2021-11-07 13:36:35.000 +0000,4.641437000000,-74.062657000000,23700,cc,IOS
2021-11-07 14:11:36.000 +0000,4.639141000000,-74.061164000000,17600,pse_avanza,ANDROID
2021-11-07 11:50:53.000 +0000,4.639141000000,-74.061164000000,20200,pse_avanza,IOS
2021-11-07 09:44:39.000 +0000,4.638419100000,-74.060252100000,17000,cc,IOS
2021-11-07 14:22:37.000 +0000,4.648080334000,-74.058719535000,19550,cc,ANDROID
2021-11-07 14:12:17.000 +0000,4.639763073784,-74.063024818897,29700,cc,ANDROID
2021-11-07 12:51:55.000 +0000,4.640941239089,-74.063885533358,95800,cc,IOS
2021-11-07 09:08:48.000 +0000,4.647984300000,-74.061384300000,80000,cc,ANDROID
2021-11-07 13:40:45.000 +0000,4.631654400000,-74.067166200000,2000,cc,IOS
2021-11-07 11:49:48.000 +0000,4.647763500000,-74.051878600000,39800,rappi_pay_gateway,ANDROID
2021-11-07 10:36:03.000 +0000,4.631251189426,-74.066007100046,15500,cc,ANDROID
2021-11-07 13:16:59.000 +0000,4.647788255174,-74.057410811946,18295,cash,IOS
2021-11-07 14:04:16.000 +0000,4.636497000000,-74.062752000000,16900,cc,IOS
2021-11-07 14:03:53.000 +0000,4.631474000000,-74.066765000000,168885,nequi,IOS
2021-11-07 14:05:35.000 +0000,4.631474000000,-74.066765000000,168885,nequi,IOS
2021-11-07 13:00:25.000 +0000,4.640028300000,-74.060894600000,33900,cc,ANDROID
2021-11-07 12:33:03.000 +0000,4.628124580909,-74.066981077194,37600,rappi_pay,IOS
2021-11-07 13:58:21.000 +0000,4.645074000000,-74.054504700000,27900,cc,IOS
2021-11-07 08:02:18.000 +0000,4.645074000000,-74.054504700000,25000,cc,IOS
2021-11-07 08:28:07.000 +0000,4.645114100000,-74.062138900000,44200,cc,ANDROID
2021-11-07 14:20:26.000 +0000,4.648459400000,-74.054696900000,23800,cc,ANDROID
2021-11-07 11:43:36.000 +0000,4.647399989046,-74.058393649757,8725,cash,ANDROID
2021-11-07 13:20:31.000 +0000,4.646792460811,-74.062983244658,25900,cc,IOS
2021-11-07 14:31:05.000 +0000,4.646792460811,-74.062983244658,20000,cc,IOS
2021-11-07 13:24:26.000 +0000,4.646792460811,-74.062983244658,21000,cc,IOS
2021-11-07 13:30:14.000 +0000,4.646792460811,-74.062983244658,19200,cc,IOS
2021-11-07 14:11:29.000 +0000,4.631748117061,-74.065456576645,52200,cc,ANDROID
2021-11-07 13:08:46.000 +0000,4.635092100000,-74.062062800000,85800,cc,IOS
2021-11-07 07:29:52.000 +0000,4.647968442727,-74.052929874515,26177.5,cc,IOS
2021-11-07 11:58:18.000 +0000,4.647968442727,-74.052929874515,81690,cc,IOS
2021-11-07 13:33:36.000 +0000,4.645685800000,-74.058500100000,24000,cc,IOS
2021-11-07 10:41:04.000 +0000,4.648557000000,-74.055096000000,33300,cc,IOS
2021-11-07 13:57:48.000 +0000,4.631404000000,-74.066498000000,33500,cc,IOS
2021-11-07 13:01:12.000 +0000,4.635718500000,-74.063098800000,34900,nequi,ANDROID
2021-11-07 10:06:18.000 +0000,4.643390000000,-74.054535000000,127260,cc,IOS
2021-11-07 14:36:03.000 +0000,4.642966000000,-74.061312000000,48600,rappi_pay,IOS
2021-11-07 14:23:42.000 +0000,4.645074000000,-74.054504700000,27900,cc,IOS
2021-11-07 09:26:56.000 +0000,4.645074000000,-74.054504700000,16557.5,cc,IOS
2021-11-07 14:25:51.000 +0000,4.641051000000,-74.063394000000,67870,cc,IOS
2021-11-07 11:50:13.000 +0000,4.645514243756,-74.054746851325,64600,cc,IOS
2021-11-07 11:15:56.000 +0000,4.645280200000,-74.054259500000,25800,cc,IOS
2021-11-07 12:27:04.000 +0000,4.646266800000,-74.054472200000,85800,cc,ANDROID
2021-11-07 12:08:26.000 +0000,4.634688100000,-74.064960100000,25000,cc,ANDROID
2021-11-07 13:10:08.000 +0000,4.645438720270,-74.062335491180,53390,rappi_pay,ANDROID
2021-11-07 12:46:12.000 +0000,4.647510600000,-74.064340600000,68275,cash,IOS
2021-11-07 13:16:12.000 +0000,4.635057800000,-74.063563600000,46540,cc,IOS
2021-11-07 12:39:14.000 +0000,4.649916000000,-74.051162000000,62500,cc,IOS
2021-11-07 12:21:21.000 +0000,4.648759000000,-74.060112000000,47500,cc,IOS
2021-11-07 12:04:26.000 +0000,4.645519600000,-74.062703400000,25190,cc,IOS
2021-11-07 09:24:59.000 +0000,4.642031800000,-74.060166100000,24600,cc,IOS
2021-11-07 09:29:29.000 +0000,4.642031800000,-74.060166100000,27400,cc,IOS
2021-11-07 13:16:37.000 +0000,4.638478828789,-74.061629064381,44450,cc,ANDROID
2021-11-07 08:45:59.000 +0000,4.650243134024,-74.052025415003,33600,cc,ANDROID
2021-11-07 13:24:38.000 +0000,4.638211300000,-74.060243100000,34000,cc,ANDROID
2021-11-07 14:27:08.000 +0000,4.646405400000,-74.055619900000,71520,cc,IOS
2021-11-07 13:11:18.000 +0000,4.640064500000,-74.061668900000,16050,cc,IOS
2021-11-07 13:48:53.000 +0000,4.634611375880,-74.063380211592,47230,cash,IOS
2021-11-07 13:51:22.000 +0000,4.634611375880,-74.063380211592,47230,pse_avanza,IOS
2021-11-07 13:49:47.000 +0000,4.634611375880,-74.063380211592,47230,pse_avanza,IOS
2021-11-07 13:53:25.000 +0000,4.630717501455,-74.065376445651,73075,cc,ANDROID
2021-11-07 14:09:40.000 +0000,4.643342000000,-74.054172000000,29000,cc,IOS
2021-11-07 14:18:26.000 +0000,4.643092200000,-74.058019300000,58100,cc,ANDROID
2021-11-07 09:42:07.000 +0000,4.635057800000,-74.063563600000,21200,cc,ANDROID
2021-11-07 11:38:00.000 +0000,4.648656500000,-74.054460800000,72675,cash,ANDROID
2021-11-07 13:12:05.000 +0000,4.648053500000,-74.053572400000,140900,cc,IOS
2021-11-07 12:38:40.000 +0000,4.631409000000,-74.066734000000,26900,cc,IOS
2021-11-07 14:13:18.000 +0000,4.648465668497,-74.054650962353,141950,cc,ANDROID
2021-11-07 14:01:49.000 +0000,4.633476800000,-74.063366200000,31500,cc,IOS
2021-11-07 14:36:28.000 +0000,4.638688000000,-74.062967000000,26900,rappi_pay,IOS
2021-11-07 14:14:32.000 +0000,4.646786600000,-74.062003200000,51605,cc,IOS
2021-11-07 09:00:22.000 +0000,4.649631263994,-74.059856124222,7272,cc,ANDROID
2021-11-07 12:54:26.000 +0000,4.631083430320,-74.064976796508,53200,cc,IOS
2021-11-07 11:14:09.000 +0000,4.640910700000,-74.061685400000,17100,cc,ANDROID
2021-11-07 12:26:17.000 +0000,4.639717400000,-74.059945000000,36000,cc,ANDROID
2021-11-07 13:40:03.000 +0000,4.646206100000,-74.059359000000,43850,cc,ANDROID
2021-11-07 12:59:05.000 +0000,4.647939000000,-74.056051000000,21195,cc,IOS
2021-11-07 09:27:13.000 +0000,4.629347355166,-74.065964184701,34515,cc,IOS
2021-11-07 11:29:52.000 +0000,4.629701100000,-74.062801900000,29900,rappi_pay_gateway,ANDROID
2021-11-07 12:45:34.000 +0000,4.640724835745,-74.061699472368,49150,cash,ANDROID
2021-11-07 13:17:40.000 +0000,4.639598000000,-74.062946000000,15900,cc,IOS
2021-11-07 14:32:02.000 +0000,4.647588000000,-74.056425000000,53350,cash,IOS
2021-11-07 14:33:21.000 +0000,4.639376000000,-74.062185000000,24300,cc,IOS
2021-11-07 10:10:47.000 +0000,4.645280000000,-74.054260000000,26650,rappi_pay_gateway,IOS
2021-11-07 14:02:42.000 +0000,4.645891000000,-74.055736000000,93200,cc,ANDROID
2021-11-07 14:20:38.000 +0000,4.641090000000,-74.060980000000,28500,cc,IOS
2021-11-07 11:34:44.000 +0000,4.645280200000,-74.054259500000,53900,cc,IOS
2021-11-07 13:32:09.000 +0000,4.636017000000,-74.065247400000,26900,cc,ANDROID
2021-11-07 12:39:11.000 +0000,4.643866092227,-74.060374796391,54600,cc,ANDROID
2021-11-07 09:06:55.000 +0000,4.647772258564,-74.058462716639,16660,cc,IOS
2021-11-07 11:47:22.000 +0000,4.630848166487,-74.064559377730,53955,pse_avanza,IOS
2021-11-07 13:34:04.000 +0000,4.643975700000,-74.060402000000,19100,cc,ANDROID
2021-11-07 14:16:44.000 +0000,4.630073200000,-74.064794400000,62400,cc,ANDROID
2021-11-07 13:24:26.000 +0000,4.647869000000,-74.058696000000,55545,pse_avanza,IOS
2021-11-07 14:29:17.000 +0000,4.643229000000,-74.054159000000,30765,rappi_pay_gateway,IOS
2021-11-07 13:26:28.000 +0000,4.647464000000,-74.053035000000,47330,cc,IOS
